qid,Len,Den,P7,P13
,b3874,inner membrane protein%2C predicted transporter,"""1266""",Q8
,b3876,putative transporter,"""1404""",Q8
,b3877,putative transporter,"""1386""",Q8
,b3878,alpha-glucosidase,"""2037""",Q8
,b3879,putative aldose-1-epimerase,"""927""",Q8
,b3880,aldose-ketose isomerase%3B D-mannose isomerase,"""1242""",Q8
,b3881,putative aldolase,"""879""",Q8
,b3882,gamma-hydroxybutyrate dehydrogenase%2C NADH-dependent,"""897""",Q8
,b3883,putative sugar kinase,"""897""",Q8
,b3884,putative DNA-binding transcriptional regulator,"""786""",Q8
,b3885,alpha-D-Glucose-1-P phosphatase%2C anomer-specific,"""600""",Q8
,b3886,putative inner membrane protein,"""873""",Q8
,b3887,D-tyr-tRNA%28Tyr%29 deacylase,"""438""",Q8
,b3888,putative acetyltransferase,"""990""",Q8
,b3889,putative transcriptional regulator,"""213""",Q8
,b3890,hypothetical protein,"""219""",Q8
,b3891,formate dehydrogenase formation protein,"""930""",Q8
,b3892,formate dehydrogenase-O%2C cytochrome b556 subunit,"""636""",Q8
,b3893,formate dehydrogenase-O%2C Fe-S subunit,"""903""",Q8
,b3894,formate dehydrogenase-O%2C large subunit,"""3051""",Q8
,b3895,formate dehydrogenase formation protein,"""834""",Q8
,b3896,conserved lipoprotein,"""1056""",Q8
,b3897,putative frv operon regulator%3B contains a PTS EIIA domain,"""1749""",Q8
,b3898,putative peptidase,"""1071""",Q8
,b3899,fused predicted PTS enzymes: IIB component%2FIIC component,"""1452""",Q8
,b3900,putative enzyme IIA component of PTS,"""447""",Q8
,b3901,L-rhamnose mutarotase,"""315""",Q8
,b3902,rhamnulose-1-phosphate aldolase,"""825""",Q8
,b3903,L-rhamnose isomerase,"""1260""",Q8
,b3904,rhamnulokinase,"""1470""",Q8
,b3905,DNA-binding transcriptional activator for rhaBAD and rhaT%2C L-rhamnose-binding,"""837""",Q8
,b3906,DNA-binding transcriptional activator for rhaSR%2C L-rhamnose-binding,"""849""",Q8
,b3907,L-rhamnose:proton symporter,"""1035""",Q8
,b3908,superoxide dismutase%2C Mn,"""621""",Q8
,b3909,2-keto-3-deoxy-D-gluconate transporter,"""984""",Q8
,b3910,6-N-hydroxylaminopurine resistance protein,"""675""",Q8
,b3911,sensory histidine kinase in two-component regulatory system with CpxR,"""1374""",Q8
,b3912,DNA-binding response regulator in two-component regulatory system with CpxA,"""699""",Q8
,b4484,inhibitor of the cpx response%3B periplasmic adaptor protein,"""501""",Q8
,b3915,ferrous iron and zinc transporter,"""903""",Q8
,b3916,6-phosphofructokinase I,"""963""",Q8
,b3917,sulfate transporter subunit,"""990""",Q8
,b3918,CDP-diacylglycerol phosphotidylhydrolase,"""756""",Q8
,b3919,triosephosphate isomerase,"""768""",Q8
,b3920,hypothetical protein,"""600""",Q8
,b3921,putative inner membrane protein%2C DUF805 family,"""441""",Q8
,b3922,conserved protein%2C UPF0381 family,"""300""",Q8
,b3923,stress-induced protein,"""429""",Q8
,b3924,ferredoxin-NADP reductase,"""747""",Q8
,b3925,fructose 1%2C6-bisphosphatase II,"""1011""",Q8
,b3926,glycerol kinase,"""1509""",Q8
,b3927,glycerol facilitator,"""846""",Q8
,b3928,FtsZ stabilizer%3B septal ring assembly factor%2C stimulates cell division,"""246""",Q8
,b3929,ribonuclease E %28RNase E%29 inhibitor protein,"""486""",Q8
,b3930,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,"""927""",Q8
,b3931,molecular chaperone and ATPase component of HslUV protease,"""1332""",Q8
,b3932,peptidase component of the HslUV protease,"""531""",Q8
,b3933,essential cell division protein,"""960""",Q8
,b3934,DNA-binding transcriptional dual regulator,"""1026""",Q8
,b3935,Primosome factor n%27 %28replication factor Y%29,"""2199""",Q8
,b3936,50S ribosomal subunit protein L31,"""213""",Q8
,b3937,putative lipid binding hydrolase%2C DUF830 family%2C function unknown,"""609""",Q8
,b3938,DNA-binding transcriptional repressor%2C S-adenosylmethionine-binding,"""318""",Q8
,b3939,cystathionine gamma-synthase%2C PLP-dependent,"""1161""",Q8
,b3940,fused aspartokinase II%2Fhomoserine dehydrogenase II,"""2433""",Q8
,b3941,5%2C10-methylenetetrahydrofolate reductase,"""891""",Q8
,b3942,catalase-peroxidase HPI%2C heme b-containing,"""2181""",Q8
,b3943,inner membrane protein%2C predicted permease,"""906""",Q8
,b3944,hypothetical protein,"""618""",Q8
,b3945,glycerol dehydrogenase%2C NAD,"""1104""",Q8
,b3946,fructose-6-phosphate aldolase 2,"""663""",Q8
,b3947,fused predicted PTS enzymes: Hpr component%2Fenzyme I component%2Fenzyme IIA component,"""2502""",Q8
,b3949,putative enzyme IIC component of PTS,"""1080""",Q8
,b3950,putative enzyme IIB component of PTS,"""321""",Q8
,b3951,putative formate acetyltransferase 2 %28pyruvate formate lyase II%29,"""2298""",Q8
,b3952,pyruvate formate lyase II activase,"""879""",Q8
,b3953,putative enzyme IIB component of PTS,"""342""",Q8
,b3954,putative DNA-binding transcriptional regulator,"""852""",Q8
,b3955,putative LPS core phosphoethanolamine transferase,"""1734""",Q8
,b3956,phosphoenolpyruvate carboxylase,"""2652""",Q8
,b3957,acetylornithine deacetylase,"""1152""",Q8
,b3958,N-acetyl-gamma-glutamylphosphate reductase%2C NAD%28P%29-binding,"""1005""",Q8
,b3959,acetylglutamate kinase,"""777""",Q8
,b3960,argininosuccinate lyase,"""1374""",Q8
,b3961,oxidative and nitrosative stress transcriptional regulator,"""918""",Q8
,b4458,sRNA antisense regulator activates genes that detoxify oxidative damage%2C Hfq-dependent,"""110""",Q8
,b3962,pyridine nucleotide transhydrogenase%2C soluble,"""1401""",Q8
,b3963,DNA-binding transcriptional repressor,"""648""",Q8
,b3964,inner membrane protein%2C DUF1422 family,"""360""",Q8
,b3965,tRNA m%285%29U54 methyltransferase%2C SAM-dependent,"""1101""",Q8
,b3966,vitamin B12%2Fcobalamin outer membrane transporter,"""1845""",Q8
,b3967,glutamate racemase,"""858""",Q8
,b3968,16S ribosomal RNA of rrnB operon,"""1542""",Q8
,b3969,tRNA-Glu,"""76""",Q8
,b3970,23S ribosomal RNA of rrnB operon,"""2904""",Q8
,b3971,5S ribosomal RNA of rrnB operon,"""120""",Q8
,b3972,UDP-N-acetylenolpyruvoylglucosamine reductase%2C FAD-binding,"""1029""",Q8
,b3973,bifunctional biotin-%5BacetylCoA carboxylase%5D holoenzyme synthetase%2F DNA-binding transcriptional repressor%2C bio-5%27-AMP-binding,"""966""",Q8
,b3974,pantothenate kinase,"""951""",Q8
,b3976,tRNA-Thr,"""76""",Q8
,b3978,tRNA-Gly,"""75""",Q8
,b3977,tRNA-Tyr,"""85""",Q8
,b3980,protein chain elongation factor EF-Tu %28duplicate of tufA%29,"""1185""",Q8
,b3981,preprotein translocase membrane subunit,"""384""",Q8
,b3982,transcription termination factor,"""546""",Q8
,b3983,50S ribosomal subunit protein L11,"""429""",Q8
,b3984,50S ribosomal subunit protein L1,"""705""",Q8
,b3985,50S ribosomal subunit protein L10,"""498""",Q8
,b3986,50S ribosomal subunit protein L7%2FL12,"""366""",Q8
,b3987,RNA polymerase%2C beta subunit,"""4029""",Q8
,b3988,RNA polymerase%2C beta prime subunit,"""4224""",Q8
,b3989,stationary phase growth adaptation protein,"""540""",Q8
,b4691,novel sRNA%2C function unknown,"""161""",Q8
,b3990,tyrosine lyase%2C involved in thiamin-thiazole moiety synthesis,"""1134""",Q8
,b3991,thiamin biosynthesis ThiGH complex subunit,"""771""",Q8
,b3992,adenylyltransferase%2C modifies ThiS C-terminus,"""756""",Q8
,b3993,thiamin phosphate synthase %28thiamin phosphate pyrophosphorylase%29,"""636""",Q8
,b3994,thiamin %28pyrimidine moiety%29 biosynthesis protein,"""1896""",Q8
,b3995,stationary phase protein%2C binds sigma 70 RNA polymerase subunit,"""477""",Q8
,b3996,NADH pyrophosphatase,"""774""",Q8
,b3997,uroporphyrinogen decarboxylase,"""1065""",Q8
,b3998,endonuclease V%3B deoxyinosine 3%27 endonuclease,"""672""",Q8
,b3999,hypothetical protein,"""591""",Q8
,b4000,HU%2C DNA-binding transcriptional regulator%2C alpha subunit,"""273""",Q8
,b4001,hypothetical protein,"""696""",Q8
,b4002,Zn-dependent periplasmic chaperone,"""426""",Q8
,b4003,sensory histidine kinase in two-component regulatory system with ZraR,"""1398""",Q8
,b4004,fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator%2Fsigma54 interaction protein,"""1326""",Q8
,b4005,phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase,"""1290""",Q8
,b4006,fused IMP cyclohydrolase%2Fphosphoribosylaminoimidazolecarboxamide formyltransferase,"""1590""",Q8
,b4007,16S ribosomal RNA of rrnE operon,"""1542""",Q8
,b4008,tRNA-Glu,"""76""",Q8
,b4009,23S ribosomal RNA of rrnE operon,"""2904""",Q8
,b4010,5S ribosomal RNA of rrnE operon,"""120""",Q8
,b4012,putative acetyltransferase,"""444""",Q8
,b4013,homoserine O-transsuccinylase,"""930""",Q8
,b4014,malate synthase A,"""1602""",Q8
,b4016,isocitrate dehydrogenase kinase%2Fphosphatase,"""1737""",Q8
,b4015,isocitrate lyase,"""1305""",Q8
,b4017,ankyrin repeat protein,"""2187""",Q8
,b4018,DNA-binding transcriptional repressor,"""825""",Q8
,b4019,homocysteine-N5-methyltetrahydrofolate transmethylase%2C B12-dependent,"""3684""",Q8
,b4020,putative Na%2B%2FPi-cotransporter,"""1632""",Q8
,b4021,%28alpha%29-aspartyl dipeptidase,"""690""",Q8
,b4022,23S rRNA pseudouridine%282604%29 synthase,"""873""",Q8
,b4023,hypothetical protein,"""273""",Q8
,b4024,aspartokinase III,"""1350""",Q8
,b4025,glucosephosphate isomerase,"""1650""",Q8
,b4026,hypothetical protein,"""243""",Q8
,b4027,putative lipoprotein,"""639""",Q8
,b4028,hypothetical protein,"""738""",Q8
,b4029,putative porin,"""2097""",Q8
,b4030,phosphate starvation inducible protein,"""411""",Q8
,b4620,hypothetical protein%2C no homologs,"""279""",Q8
,b4031,D-xylose transporter,"""1476""",Q8
,b4032,maltose transporter subunit,"""891""",Q8
,b4033,maltose transporter subunit,"""1545""",Q8
,b4034,maltose transporter subunit,"""1191""",Q8
,b4035,fused maltose transport subunit%2C ATP-binding component of ABC superfamily%2Fregulatory protein,"""1116""",Q8
,b4036,maltose outer membrane porin %28maltoporin%29,"""1341""",Q8
,b4037,maltose regulon periplasmic protein,"""921""",Q8
,b4038,pseudo,"""1581""",Q8
,b4039,chorismate--pyruvate lyase,"""498""",Q8
,b4040,p-hydroxybenzoate octaprenyltransferase,"""873""",Q8
,b4041,glycerol-3-phosphate O-acyltransferase,"""2424""",Q8
,b4042,diacylglycerol kinase,"""369""",Q8
,b4043,DNA-binding transcriptional repressor of SOS regulon,"""609""",Q8
,b4044,oxidative stress resistance protein%3B predicted MATE family efflux pump%3B UV and mitomycin C inducible protein,"""1380""",Q8
,b4045,stress-induced protein%2C UPF0337 family,"""210""",Q8
,b4046,DNA-binding transcriptional repressor%2C Zn%28II%29-binding,"""516""",Q8
,b4048,hypothetical protein,"""708""",Q8
,b4049,tRNA-dihydrouridine synthase A,"""993""",Q8
,b4050,phage shock protein G,"""243""",Q8
,b4051,quinone oxidoreductase%2C NADPH-dependent,"""984""",Q8
,b4052,replicative DNA helicase,"""1416""",Q8
,b4053,alanine racemase 1%2C PLP-binding%2C biosynthetic,"""1080""",Q8
,b4054,tyrosine aminotransferase%2C tyrosine-repressible%2C PLP-dependent,"""1194""",Q8
,b4055,acid phosphatase%2Fphosphotransferase%2C class B%2C non-specific,"""714""",Q8
,b4056,thiamin phosphate synthase,"""417""",Q8
,b4057,hypothetical protein,"""357""",Q8
,b4058,ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC,"""2823""",Q8
,b4059,single-stranded DNA-binding protein,"""537""",Q8
,b4060,hypothetical protein,"""282""",Q8
,b4061,putative membrane-anchored cyclic-di-GMP phosphodiesterase,"""1587""",Q8
,b4063,DNA-binding transcriptional dual regulator%2C Fe-S center for redox-sensing,"""465""",Q8
,b4062,DNA-binding transcriptional dual regulator,"""324""",Q8
,b4459,novel sRNA%2C function unknown,"""140""",Q8
,b4064,putative permease,"""1350""",Q8
,b4065,putative cation%2Fproton antiporter,"""1650""",Q8
,b4066,pentapeptide repeat protein,"""1293""",Q8
,b4067,acetate transporter,"""1650""",Q8
,b4068,inner membrane protein%2C DUF485 family,"""315""",Q8
,b4069,acetyl-CoA synthetase,"""1959""",Q8
,b4070,nitrite reductase%2C formate-dependent%2C cytochrome,"""1437""",Q8
,b4071,nitrite reductase%2C formate-dependent%2C penta-heme cytochrome c,"""567""",Q8
,b4072,formate-dependent nitrite reductase%2C 4Fe4S subunit,"""672""",Q8
,b4074,heme lyase %28NrfEFG%29 for insertion of heme into c552%2C subunit NrfE,"""1659""",Q8
,b4073,formate-dependent nitrite reductase%2C membrane subunit,"""957""",Q8
,b4076,heme lyase %28NrfEFG%29 for insertion of heme into c552%2C subunit NrfG,"""597""",Q8
,b4077,glutamate%2Faspartate:proton symporter,"""1314""",Q8
,b4078,hypothetical protein,"""690""",Q8
,b4079,formate dehydrogenase-H%2C selenopolypeptide subunit,"""2148""",Q8
,b4080,outer membrane factor of efflux pump,"""1467""",Q8
,b4081,membrane translocase %28MDR%29 of MdtNOP efflux pump%2C PET family,"""2052""",Q8
,b4082,membrane fusion protein of efflux pump,"""1032""",Q8
,b4622,hypothetical protein,"""276""",Q8
,b4083,conserved protein%2C metallo-beta-lactamase superfamily,"""1986""",Q8
,b4084,D-allose kinase,"""930""",Q8
,b4085,allulose-6-phosphate 3-epimerase,"""696""",Q8
,b4086,D-allose transporter subunit,"""981""",Q8
,b4087,fused D-allose transporter subunits of ABC superfamily: ATP-binding components,"""1533""",Q8
,b4088,D-allose transporter subunit,"""936""",Q8
,b4089,DNA-binding transcriptional repressor,"""891""",Q8
,b4487,hypothetical protein,"""330""",Q8
,b4092,5-phospho-alpha-D-ribosyl 1%2C2-cyclic phosphate phosphodiesterase,"""759""",Q8
,b4093,putative aminoalkylphosphonic acid N-acetyltransferase,"""435""",Q8
,b4094,ribose 1%2C5-bisphosphokinase,"""558""",Q8
,b4095,ribophosphonate triphosphate hydrolase,"""1137""",Q8
,b4096,ribophosphonate triphosphate synthase subunit%3B predicted ATP transporter ATP-binding protein,"""681""",Q8
,b4098,carbon-phosphorus lyase%2C SAM-dependent,"""846""",Q8
,b4099,ribophosphonate triphosphate synthase complex%2C probable catalytic subunit,"""1065""",Q8
,b4105,phosphonate ABC transporter periplasmic binding protein,"""1017""",Q8
,b4106,phosphonate ABC transporter ATP-binding subunit,"""789""",Q8
,b4107,hypothetical protein,"""444""",Q8
,b4108,hypothetical protein,"""336""",Q8
,b4109,mutational suppressor of yhjH motility mutation%2C function unknown%3B related to Dynamin GTPase,"""2229""",Q8
,b4110,mutational suppressor of yhjH motility mutation%2C function unknown,"""879""",Q8
,b4111,proline%2Fglycine betaine transporter,"""1503""",Q8
,b4112,sensory histidine kinase in two-component regulatory system with BasR,"""1092""",Q8
,b4113,DNA-binding response regulator in two-component regulatory system with BasS,"""669""",Q8
,b4114,lipid A phosphoethanolamine transferase,"""1644""",Q8
,b4115,arginine:agmatine antiporter,"""1338""",Q8
,b4116,DNA-binding transcriptional activator,"""762""",Q8
,b4117,arginine decarboxylase,"""2268""",Q8
,b4118,DNA-binding transcriptional dual regulator,"""909""",Q8
,b4119,alpha-galactosidase%2C NAD%28P%29-binding,"""1356""",Q8
,b4120,melibiose:sodium symporter,"""1422""",Q8
,b4121,conserved inner membrane protein,"""630""",Q8
,b4122,anaerobic class I fumarate hydratase %28fumarase B%29,"""1647""",Q8
,b4123,C4-dicarboxylate transporter%2C anaerobic%3B DcuS co-sensor,"""1341""",Q8
,b4124,DNA-binding response regulator in two-component regulatory system with DcuS,"""720""",Q8
,b4125,sensory histidine kinase in two-component regulatory system with DcuR%2C regulator of anaerobic fumarate respiration,"""1632""",Q8
,b4127,putative acyltransferase with acyl-CoA N-acyltransferase domain,"""273""",Q8
,b4128,hypothetical protein,"""297""",Q8
,b4559,hypothetical protein,"""174""",Q8
,b4129,lysine tRNA synthetase%2C inducible,"""1518""",Q8
,b4130,dipeptide and tripeptide permease,"""1458""",Q8
,b4131,lysine decarboxylase%2C acid-inducible,"""2148""",Q8
,b4132,putative lysine%2Fcadaverine transporter,"""1335""",Q8
,b4133,DNA-binding transcriptional activator,"""1539""",Q8
,b4134,tRNA-Phe,"""76""",Q8
,b4654,pseudo,"""163""",Q8
,b4135,putative transcriptional regulator,"""576""",Q8
,b4136,fused thiol:disulfide interchange protein: activator of DsbC%2Fconserved protein,"""1698""",Q8
,b4137,divalent-cation tolerance protein%2C copper sensitivity,"""339""",Q8
,b4138,C4-dicarboxylate antiporter,"""1302""",Q8
,b4139,aspartate ammonia-lyase,"""1437""",Q8
,b4140,suppressor of F exclusion of phage T7,"""477""",Q8
,b4141,putative transporter,"""1257""",Q8
,b4142,Cpn10 chaperonin GroES%2C small subunit of GroESL,"""294""",Q8
,b4143,Cpn60 chaperonin GroEL%2C large subunit of GroESL,"""1647""",Q8
,b4144,hypothetical protein,"""354""",Q8
,b4145,hypothetical protein,"""870""",Q8
,b4146,EF-P-Lys34 lysylation protein%3B weak lysine 2%2C3-aminomutase,"""1029""",Q8
,b4147,polyproline-specific translation elongation factor EF-P,"""567""",Q8
,b4410,entericidin A membrane lipoprotein%2C antidote entericidin B,"""126""",Q8
,b4411,entericidin B membrane lipoprotein,"""147""",Q8
,b4148,multidrug efflux system protein,"""318""",Q8
,b4150,beta-lactamase%2FD-alanine carboxypeptidase,"""1134""",Q8
,b4151,fumarate reductase %28anaerobic%29%2C membrane anchor subunit,"""360""",Q8
,b4152,fumarate reductase %28anaerobic%29%2C membrane anchor subunit,"""396""",Q8
,b4153,fumarate reductase %28anaerobic%29%2C Fe-S subunit,"""735""",Q8
,b4154,fumarate reductase %28anaerobic%29 catalytic and NAD%2Fflavoprotein subunit,"""1809""",Q8
,b4155,Elongation Factor P Lys34 lysyltransferase,"""978""",Q8
,b4156,putative transporter,"""1503""",Q8
,b4157,hypothetical protein,"""315""",Q8
,b4158,inner membrane protein,"""315""",Q8
,b4159,mechanosensitive channel protein%2C miniconductance,"""3324""",Q8
,b4160,phosphatidylserine decarboxylase,"""969""",Q8
,b4161,ribosome small subunit-dependent GTPase A,"""1053""",Q8
,b4162,oligoribonuclease,"""546""",Q8
,b4163,tRNA-Gly,"""76""",Q8
,b4164,tRNA-Gly,"""76""",Q8
,b4165,tRNA-Gly,"""76""",Q8
,b4670,hypothetical protein,"""54""",Q8
,b4166,epoxyqueuosine reductase%2C cobalamine-stimulated%3B queosine biosynthesis,"""1140""",Q8
,b4167,bifunctional NAD%28P%29H-hydrate repair enzyme%3B C-terminal domain ADP-dependent %28S%29-NAD%28P%29H-hydrate dehydratase and N-terminal domain NAD%28P%29H-hydrate epimerase,"""1548""",Q8
,b4168,tRNA%28ANN%29 t%286%29A37 threonylcarbamoyladenosine modification protein%3B ADP binding protein,"""462""",Q8
,b4169,N-acetylmuramoyl-l-alanine amidase II,"""1338""",Q8
,b4170,methyl-directed mismatch repair protein,"""1848""",Q8
,b4171,delta%282%29-isopentenylpyrophosphate tRNA-adenosine transferase,"""951""",Q8
,b4172,global sRNA chaperone%3B HF-I%2C host factor for RNA phage Q beta replication,"""309""",Q8
,b4173,GTPase%2C stimulated by 50S subunit binding,"""1281""",Q8
,b4174,modulator for HflB protease specific for phage lambda cII repressor,"""1260""",Q8
,b4175,modulator for HflB protease specific for phage lambda cII repressor,"""1005""",Q8
,b4176,conserved protein%2C DUF2065 family,"""198""",Q8
,b4177,adenylosuccinate synthetase,"""1299""",Q8
,b4178,nitric oxide-sensitive repressor for NO regulon,"""426""",Q8
,b4179,exoribonuclease R%2C RNase R,"""2442""",Q8
,b4180,23S rRNA mG2251 2%27-O-ribose methyltransferase%2C SAM-dependent,"""732""",Q8
,b4181,conserved protein%2C DUF2170 family,"""402""",Q8
,b4182,conserved protein%2C PspA%2FIM30 family,"""699""",Q8
,b4183,conserved protein%2C DUF2491 family,"""660""",Q8
,b4184,inner membrane protein%2C UPF0719 family,"""399""",Q8
,b4186,glutathionylspermidine synthase homolog,"""1164""",Q8
